audio_path	language	perturbation	severity	reference	hypothesis	latency_s
data/processed/fleurs_perturbed/en_083__clipping_clip0.3.wav	en	clipping	0.3	usa gymnastics and the usoc have the same goal making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe positive and empowered environment	 USA Gymnastics and the USOC have the same goal, making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe, positive, and empowered environment.	1.0095180349999282
data/processed/fleurs_perturbed/en_083__speed_spd0.9.wav	en	speed	0.9	usa gymnastics and the usoc have the same goal making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe positive and empowered environment	 USA Gymnastics and the USOC have the same goal, making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe, positive, and empowered environment.	1.1336243219998323
data/processed/fleurs_perturbed/en_083__speed_spd1.0.wav	en	speed	1.0	usa gymnastics and the usoc have the same goal making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe positive and empowered environment	 USA Gymnastics and the USOC have the same goal, making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe, positive, and empowered environment.	1.031346705000033
data/processed/fleurs_perturbed/en_083__speed_spd1.1.wav	en	speed	1.1	usa gymnastics and the usoc have the same goal making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe positive and empowered environment	 USA Gymnastics and the USOC have the same goal, making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe, positive, and empowered environment.	0.9963535080000838
data/processed/fleurs_perturbed/en_084__white_noise_snr5.wav	en	white_noise	5.0	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	0.7251835409997511
data/processed/fleurs_perturbed/en_084__white_noise_snr10.wav	en	white_noise	10.0	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	0.775079831000312
data/processed/fleurs_perturbed/en_084__white_noise_snr15.wav	en	white_noise	15.0	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	0.7545352840002124
data/processed/fleurs_perturbed/en_084__reverb_room0.1.wav	en	reverb	0.1	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	0.7728719609999644
data/processed/fleurs_perturbed/en_084__reverb_room0.3.wav	en	reverb	0.3	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	0.7304534989998501
data/processed/fleurs_perturbed/en_084__reverb_room0.5.wav	en	reverb	0.5	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	0.8709785629998805
data/processed/fleurs_perturbed/en_084__clipping_clip0.7.wav	en	clipping	0.7	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	0.9497009319998142
data/processed/fleurs_perturbed/en_084__clipping_clip0.5.wav	en	clipping	0.5	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	1.120036189000075
data/processed/fleurs_perturbed/en_084__clipping_clip0.3.wav	en	clipping	0.3	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	0.734690466000302
data/processed/fleurs_perturbed/en_084__speed_spd0.9.wav	en	speed	0.9	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 And that's the seduce used that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	0.8384208200000103
data/processed/fleurs_perturbed/en_084__speed_spd1.0.wav	en	speed	1.0	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	0.7722823690000951
data/processed/fleurs_perturbed/en_084__speed_spd1.1.wav	en	speed	1.1	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	 MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord, and the optic nerve.	0.7418117619999975
data/processed/fleurs_perturbed/en_085__white_noise_snr5.wav	en	white_noise	5.0	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.6550209189999805
data/processed/fleurs_perturbed/en_085__white_noise_snr10.wav	en	white_noise	10.0	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.6124561970000286
data/processed/fleurs_perturbed/en_085__white_noise_snr15.wav	en	white_noise	15.0	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.6630916979997892
data/processed/fleurs_perturbed/en_085__reverb_room0.1.wav	en	reverb	0.1	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.6310517440001604
data/processed/fleurs_perturbed/en_085__reverb_room0.3.wav	en	reverb	0.3	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.6025528179998219
data/processed/fleurs_perturbed/en_085__reverb_room0.5.wav	en	reverb	0.5	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.6133470770000713
data/processed/fleurs_perturbed/en_085__clipping_clip0.7.wav	en	clipping	0.7	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.5954028469996047
data/processed/fleurs_perturbed/en_085__clipping_clip0.5.wav	en	clipping	0.5	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.5985007279996353
data/processed/fleurs_perturbed/en_085__clipping_clip0.3.wav	en	clipping	0.3	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.6282432419998258
data/processed/fleurs_perturbed/en_085__speed_spd0.9.wav	en	speed	0.9	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.5954924560001018
data/processed/fleurs_perturbed/en_085__speed_spd1.0.wav	en	speed	1.0	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing a field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.8178720969999631
data/processed/fleurs_perturbed/en_085__speed_spd1.1.wav	en	speed	1.1	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	 Sharing with field trip virtually is also a great way to reflect on a trip and share experiences with future classes.	0.8331501470001967
data/processed/fleurs_perturbed/en_086__white_noise_snr5.wav	en	white_noise	5.0	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	0.7244874779999009
data/processed/fleurs_perturbed/en_086__white_noise_snr10.wav	en	white_noise	10.0	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	0.6788345529998878
data/processed/fleurs_perturbed/en_086__white_noise_snr15.wav	en	white_noise	15.0	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	0.5380206119998547
data/processed/fleurs_perturbed/en_086__reverb_room0.1.wav	en	reverb	0.1	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	0.5194421600003807
data/processed/fleurs_perturbed/en_086__reverb_room0.3.wav	en	reverb	0.3	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	0.5383040760002586
data/processed/fleurs_perturbed/en_086__reverb_room0.5.wav	en	reverb	0.5	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	0.522191729000042
data/processed/fleurs_perturbed/en_086__clipping_clip0.7.wav	en	clipping	0.7	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	0.5487613319996854
data/processed/fleurs_perturbed/en_086__clipping_clip0.5.wav	en	clipping	0.5	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	0.5121958470003847
data/processed/fleurs_perturbed/en_086__clipping_clip0.3.wav	en	clipping	0.3	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	0.52096118999998
data/processed/fleurs_perturbed/en_086__speed_spd0.9.wav	en	speed	0.9	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	0.5317131500000869
data/processed/fleurs_perturbed/en_086__speed_spd1.0.wav	en	speed	1.0	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	0.5126729440003146
data/processed/fleurs_perturbed/en_086__speed_spd1.1.wav	en	speed	1.1	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	 Everyone participates in society and uses transportation systems. Almost everyone on things about transportation systems.	0.5351536920002218
data/processed/fleurs_perturbed/en_087__white_noise_snr5.wav	en	white_noise	5.0	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira on the mountain of Noor, light or contemplation.	0.9750852440001836
data/processed/fleurs_perturbed/en_087__white_noise_snr10.wav	en	white_noise	10.0	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira on the mountain of Noor, light for contemplation.	0.9098616419996688
data/processed/fleurs_perturbed/en_087__white_noise_snr15.wav	en	white_noise	15.0	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira on the mountain of Noor, light for contemplation.	0.9060510200001772
data/processed/fleurs_perturbed/en_087__reverb_room0.1.wav	en	reverb	0.1	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira on the mountain of Noor, light for contemplation.	0.9140492769997764
data/processed/fleurs_perturbed/en_087__reverb_room0.3.wav	en	reverb	0.3	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira on the mountain of Noor, light for contemplation.	1.2107206380001116
data/processed/fleurs_perturbed/en_087__reverb_room0.5.wav	en	reverb	0.5	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hirah on the mountain of Noor, light for contemplation.	1.3073795340001195
data/processed/fleurs_perturbed/en_087__clipping_clip0.7.wav	en	clipping	0.7	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira on the mountain of Noor, light for contemplation.	1.1816479220001384
data/processed/fleurs_perturbed/en_087__clipping_clip0.5.wav	en	clipping	0.5	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira on the mountain of Noor, light for contemplation.	0.9438233219998438
data/processed/fleurs_perturbed/en_087__clipping_clip0.3.wav	en	clipping	0.3	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira on the mountain of Noor, light for contemplation.	0.9893563840000752
data/processed/fleurs_perturbed/en_087__speed_spd0.9.wav	en	speed	0.9	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hirah on the mountain of Noor, light for contemplation.	0.9324474590002864
data/processed/fleurs_perturbed/en_087__speed_spd1.0.wav	en	speed	1.0	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira on the mountain of Noor, light for contemplation.	0.8993807770002604
data/processed/fleurs_perturbed/en_087__speed_spd1.1.wav	en	speed	1.1	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	 Muhammad was deeply interested in matters beyond his mundane life. He used to frequently cave that became known as Hiram on the mountain of Nor, light for contemplation.	0.8590156999998726
data/processed/fleurs_perturbed/en_088__white_noise_snr5.wav	en	white_noise	5.0	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the legs accompanied had their own plans, but for other routes and smaller times, there was a problem.	0.687473632000092
data/processed/fleurs_perturbed/en_088__white_noise_snr10.wav	en	white_noise	10.0	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the larger companies had their own plans, but for other routes and smaller farms, there was a problem.	0.6923594760000924
data/processed/fleurs_perturbed/en_088__white_noise_snr15.wav	en	white_noise	15.0	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the larger companies have their own plans, but for other routes and smaller farms, there was a problem.	0.6752825179996762
data/processed/fleurs_perturbed/en_088__reverb_room0.1.wav	en	reverb	0.1	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the larger companies have their own planes, but for other routes and smaller farms, there was a problem.	0.683304397000029
data/processed/fleurs_perturbed/en_088__reverb_room0.3.wav	en	reverb	0.3	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the larger companies have their own planes, but for other routes and smaller firms, there was a problem.	0.6971129119997386
data/processed/fleurs_perturbed/en_088__reverb_room0.5.wav	en	reverb	0.5	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the electric companies have their own planes, but for other routes and smaller times, that was a problem.	0.6765278129996659
data/processed/fleurs_perturbed/en_088__clipping_clip0.7.wav	en	clipping	0.7	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the larger companies have their own planes, but for other routes and smaller firms, there was a problem.	0.8639144140001918
data/processed/fleurs_perturbed/en_088__clipping_clip0.5.wav	en	clipping	0.5	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the larger companies have their own planes, but for other routes and smaller firms, there was a problem.	0.8675524690002021
data/processed/fleurs_perturbed/en_088__clipping_clip0.3.wav	en	clipping	0.3	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the larger companies have their own planes, but for other routes and smaller farms, there was a problem.	0.9822997169999326
data/processed/fleurs_perturbed/en_088__speed_spd0.9.wav	en	speed	0.9	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the electric companies have their own planes, but for other routes and smaller farms, there was a problem.	0.6943071590003456
data/processed/fleurs_perturbed/en_088__speed_spd1.0.wav	en	speed	1.0	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the larger companies have their own planes, but for other routes and smaller firms, there was a problem.	0.6837488129999656
data/processed/fleurs_perturbed/en_088__speed_spd1.1.wav	en	speed	1.1	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	 On some routes, the motor companies had their own planes, but for other routes and smaller farms, there was a problem.	0.7083763860000545
data/processed/fleurs_perturbed/en_089__white_noise_snr5.wav	en	white_noise	5.0	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The pervasive building that makes the Hong Kong skyline has been marketed to be a brilliant bar chart that is made apparent by the presence of the water of Victoria Harbour.	0.9163006050002878
data/processed/fleurs_perturbed/en_089__white_noise_snr10.wav	en	white_noise	10.0	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The paraded buildings that make the Hong Kong style of the park have been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour.	0.979326619999938
data/processed/fleurs_perturbed/en_089__white_noise_snr15.wav	en	white_noise	15.0	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The parade of buildings that make the Hong Kong style line has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.	0.9256445739997616
data/processed/fleurs_perturbed/en_089__reverb_room0.1.wav	en	reverb	0.1	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.	0.97082598399993
data/processed/fleurs_perturbed/en_089__reverb_room0.3.wav	en	reverb	0.3	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour.	0.9223662570002488
data/processed/fleurs_perturbed/en_089__reverb_room0.5.wav	en	reverb	0.5	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The parade of buildings that make the Hong Kong Stoutland has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.	0.9273641830000088
data/processed/fleurs_perturbed/en_089__clipping_clip0.7.wav	en	clipping	0.7	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.	0.9072296879999158
data/processed/fleurs_perturbed/en_089__clipping_clip0.5.wav	en	clipping	0.5	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.	0.8942932650002149
data/processed/fleurs_perturbed/en_089__clipping_clip0.3.wav	en	clipping	0.3	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.	1.1424997640001493
data/processed/fleurs_perturbed/en_089__speed_spd0.9.wav	en	speed	0.9	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The Korea buildings that make the Hong Kong Sailing has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.	1.188951667999845
data/processed/fleurs_perturbed/en_089__speed_spd1.0.wav	en	speed	1.0	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.	1.0705854180000642
data/processed/fleurs_perturbed/en_089__speed_spd1.1.wav	en	speed	1.1	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	 The arena buildings that make the Hong Kong satellite has been added to a glimmering bar chart that is made apparent by the presence of the waters of Victoria Harbor.	0.8649031150002884
data/processed/fleurs_perturbed/en_090__white_noise_snr5.wav	en	white_noise	5.0	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The aspect ratio of this format, dividing by 12 to obtain the simplest whole number ratio, is therefore said to be 3 to 2.	0.716177830000106
data/processed/fleurs_perturbed/en_090__white_noise_snr10.wav	en	white_noise	10.0	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The aspect ratio of this format, dividing by 12 to obtain the simplest whole number ratio, is therefore said to be 3 to 2.	0.710563527999966
data/processed/fleurs_perturbed/en_090__white_noise_snr15.wav	en	white_noise	15.0	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The aspect ratio of this format, dividing by 12 to obtain the simplest whole number ratio, is therefore said to be 3 to 2.	0.7070212190001257
data/processed/fleurs_perturbed/en_090__reverb_room0.1.wav	en	reverb	0.1	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The aspect ratio of this format dividing by 12 to obtain the simplest whole number ratio is therefore said to be 3 to 2.	0.6956590999998298
data/processed/fleurs_perturbed/en_090__reverb_room0.3.wav	en	reverb	0.3	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The aspect ratio of this format, divided by 12 to obtain the simplest whole number ratio, is therefore said to be 3 to 2.	0.7031024350003463
data/processed/fleurs_perturbed/en_090__reverb_room0.5.wav	en	reverb	0.5	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The aspect ratio of this format divided by 12 to obtain the simplest whole number ratio is therefore said to be 3 to 2.	0.6906748379997225
data/processed/fleurs_perturbed/en_090__clipping_clip0.7.wav	en	clipping	0.7	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The aspect ratio of this format dividing by 12 to obtain the simplest whole number ratio is therefore said to be 3 to 2.	0.6876291759999731
data/processed/fleurs_perturbed/en_090__clipping_clip0.5.wav	en	clipping	0.5	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The aspect ratio of this format dividing by 12 to obtain the simplest whole number ratio is therefore said to be 3 to 2.	0.7059247679999316
data/processed/fleurs_perturbed/en_090__clipping_clip0.3.wav	en	clipping	0.3	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The aspect ratio of this format, dividing by 12 to obtain the simplest whole number ratio, is therefore said to be 3 to 2.	0.7158738140001333
data/processed/fleurs_perturbed/en_090__speed_spd0.9.wav	en	speed	0.9	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The Asthmatic Ratio of this format, dividing by 12 to obtain the simplest whole number ratio, is therefore said to be 3 to 2.	0.7799765830000069
data/processed/fleurs_perturbed/en_090__speed_spd1.0.wav	en	speed	1.0	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The aspect ratio of this format dividing by 12 to obtain the simplest whole number ratio is therefore said to be 3 to 2.	0.6710717730002216
data/processed/fleurs_perturbed/en_090__speed_spd1.1.wav	en	speed	1.1	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	 The aspect ratio of this format divided by 12 to obtain the simplest whole number ratio is therefore said to be 3 to 2.	0.8068691099997523
data/processed/fleurs_perturbed/en_091__white_noise_snr5.wav	en	white_noise	5.0	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	 The age where the events took place is commonly referred as the High Middle Ages, the period of European history in the 11th, 12th, and 13th centuries AD 100 or 1000 to 1300.	1.379090369000096
data/processed/fleurs_perturbed/en_091__white_noise_snr10.wav	en	white_noise	10.0	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	 The age where the events took place is commonly referred as the High Middle Ages, the period of European history in the 11th, 12th, and 13th centuries AD 100 or 1000 to 1300.	1.2120577649998268
data/processed/fleurs_perturbed/en_091__white_noise_snr15.wav	en	white_noise	15.0	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	 The age where the events took place is commonly referred as the High Middle Ages, the period of European history in the 11th, 12th, and 13th centuries AD 100 or 1000 to 1300.	1.0246144939997066
data/processed/fleurs_perturbed/en_091__reverb_room0.1.wav	en	reverb	0.1	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	 The age where the events took place is commonly referred as the High Middle Ages, the period of European history in the 11th, 12th, and 13th centuries AD 1000 to 1300.	0.9738213079999696
data/processed/fleurs_perturbed/en_091__reverb_room0.3.wav	en	reverb	0.3	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	 The age where the event took place is commonly referred as the High Middle Ages, the period of European history in the 11th, 12th, and 13th centuries AD 100 or 1000 to 1300.	1.1129415589998644
data/processed/fleurs_perturbed/en_091__reverb_room0.5.wav	en	reverb	0.5	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	 The age where the event took place is commonly referred as the High Middle Ages, the period of European history in the 11th, 12th, and 13th centuries AD 100 or 1000 to 1300.	1.0247362949999117
data/processed/fleurs_perturbed/en_091__clipping_clip0.7.wav	en	clipping	0.7	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	 The age where the events took place is commonly referred as the High Middle Ages, the period of European history in the 11th, 12th, and 13th centuries AD 1000 to 1300.	0.9575129189997824
data/processed/fleurs_perturbed/en_091__clipping_clip0.5.wav	en	clipping	0.5	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	 The age where the events took place is commonly referred as the High Middle Ages, the period of European history in the 11th, 12th, and 13th centuries AD 1000 to 1300.	0.9554492869997376
data/processed/fleurs_perturbed/en_091__clipping_clip0.3.wav	en	clipping	0.3	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	 The age where the events took place is commonly referred as the High Middle Ages, the period of European history in the 11th, 12th, and 13th centuries AD 1000 to 1300.	0.9481193309998162
data/processed/fleurs_perturbed/en_091__speed_spd0.9.wav	en	speed	0.9	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	 The age where the event took place is commonly referred as the High Middle Ages, the period of European history in 11th, 12th, and 13th centuries AD 100 or 1000 to 1300.	0.973563491999812
data/processed/fleurs_perturbed/en_091__speed_spd1.0.wav	en	speed	1.0	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	 The age where the events took place is commonly referred as the High Middle Ages, the period of European history in the 11th, 12th, and 13th centuries AD 1000 to 1300.	0.9686992199999622
