audio_path,reference,hypothesis,latency_s,language
data\raw\fleurs_subset\en_095.wav,the same month saw another airliner overrun a runway at mashhad and strike a wall killing seventeen, This same month saw another airliner overrun a runway at Meshad and strike a wall killing 17.,5.547829699993599,095
data\raw\fleurs_subset\en_096.wav,the find also grants insight into the evolution of feathers in birds, The fine also grants insight into the evolution of feathers and birds.,6.966322300009779,096
data\raw\fleurs_subset\en_097.wav,mosasaurus was the apex predator of its time so it feared nothing except other mosasaurs, Masa Serif was the apex predator of its time so it feared nothing except other Mosa Serif.,7.970497000002069,097
data\raw\fleurs_subset\en_098.wav,six hostages including the children and elderly were released early as were the filipino photographers, Six sausages including the children elderly were released early as were the Filipino photographers.,7.5184977000026265,098
data\raw\fleurs_subset\en_099.wav,beyond wednesday's event carpanedo competed in two individual races at the championships," Beyond one safety bank, CarPanado competed in 200 video races at the championship.",5.2010287000011886,099
data\raw\fleurs_subset\fr_000.wav,l'accident a eu lieu en terrain montagneux et il semblerait que cela ait été causé par un incendie malveillant," L'accident a eu lieu en terrement à lieu, et il sembleraient que cela était causé par un 110 malveillants.",7.086198500008322,000
data\raw\fleurs_subset\fr_001.wav,nous sommes d'accord avec la déclaration de l'usoc comité olympique des états-unis selon laquelle les intérêts de nos athlètes et de nos clubs ainsi que de leur sport pourraient être mieux servis. cela peut être fait en allant de l'avant et en procédant plutôt à des changements significatifs au sein de notre organisation qu'à la révocation d'accréditation," Nous sommes d'accord avec la déclaration de Lussock, comité au Limpic des États-Unis, selon laquelle les intérêts de nos atletes et de nos clubs ainsi que de leur sport pour t'attetent au mieux servi. Cela peut être fait en allant de l'avant et en procédant plutôt à des changements significatifs au sein de notre organisation, qu'à la révocation de la créditation.",11.233872199998586,001
data\raw\fleurs_subset\fr_002.wav,il a ajouté qu’« on ne devrait cependant pas leur demander d’assumer des obligations qui dépassent leur stade de développement leur responsabilité et leurs capacités. »," Il a ajouté qu'on ne devrait se pendant pas leur demander d'assumer des obligations qui n'est pas sur stade de développement, de responsabilité et leur capacité.",7.6660396000079345,002
data\raw\fleurs_subset\fr_003.wav,le rugissement du tigre ne ressemble pas au rugissement ample du lion mais plutôt à une phrase dont les mots seraient des cris et des grondements, Votre jugement du tingue n'en ressemble pas au jugement en plus du diam. Mais plutôt à une phrase dans les mots serait décriée et dégonne de mots.,6.140642700003809,003
data\raw\fleurs_subset\fr_004.wav,le même mois un autre avion de ligne a fait une sortie de piste à mashhad et a heurté un mur tuant ainsi dix-sept personnes," De même mois, un autre agent de ligne a fait une sortie de piste à machade et horté un mur, tu en as ainsi 17 personnes.",5.84996529998898,004
data\raw\fleurs_subset\fr_005.wav,giancarlo fisichella a perdu le contrôle de sa voiture et a terminé la course peu après le démarrage, Jean-Carlos Fittiela a perdu le contrôle de sa voiture et a terminé la course peu après le démarrage.,5.66453989999718,005
data\raw\fleurs_subset\fr_006.wav,malgré le net avantage de del potro pendant le deuxième set il a fallu passer par un tie-break une fois que le score a atteint 6-6, Malgré le net avant tase de Delpotrop pendant le deuxième 7 il a fallu passer par un taille brec une fois que le score a intensis 6,6.107158500002697,006
data\raw\fleurs_subset\fr_007.wav,malheureusement il est difficile d'étudier le flux de circulation car le comportement des conducteurs ne peut être prédit avec cent pour cent de certitude," Malheureusement, il est difficile d'étudier le flux de circulation, qui a les comportements des conducteurs ne peut être présis avec 100% de certitudes.",5.942704400004004,007
data\raw\fleurs_subset\fr_008.wav,les deux composés réagissent l'un avec l'autre pour former des cristaux qui peuvent bloquer la fonction rénale ont déclaré des chercheurs de l'université, Les deux composés réagissent là avec l'autre pour former des Christos qui peuvent loquer la fonction granale en déclarer des chercheurs de université.,6.1818712999956915,008
data\raw\fleurs_subset\fr_009.wav,par exemple des étudiants de l'école bennet en caroline du nord conçoivent chaque année un site web consacré à leur visite de la capitale de l'état chaque année le site est remis à jour mais les anciennes versions sont conservées en ligne pour servir d'album," Par exemple, des étudiants de l'école bénaient en Caroline Luna qu'on soit chaque année ainsi tout à l'heure, consulphiales, à leur visite de la capitale de l'État. Chaque année, le site renuit à jour. Une des anciennes versions sont consulphées en ligne pour servir un album.",10.580451400004677,009
data\raw\fleurs_subset\fr_010.wav,par exemple le format de photographie le plus courant au monde est le 35 mm c'était le format de pellicule le plus répandu à la fin de l'ère des films analogiques," Par exemple, le format de photographie est le plus courant du monde et le 35 mm. C'était le format de pellicule le plus répondu à la fin de l'air de film en objectif.",8.305011600008584,010
data\raw\fleurs_subset\fr_011.wav,tout bien considéré nous ne devrions pas être surpris si nos propres ancêtres ont résolu leur « problème de protéines » un peu de la même manière que les chimpanzés de la savane le font aujourd'hui," Tout bien considéré, nous ne devrions pas être surpris si nos propres ancêtres ont résolus leur problème de protéines un peu de la même manière que les champsons et de la savanne le font aujourd'hui.",8.08185859999503,011
data\raw\fleurs_subset\fr_012.wav,le bus 403 de scotturb se rend régulièrement à sintra avec un arrêt à cabo da roca," Le bus 403 de Scott Terb, se rend régulièrement à Cintra, avec un arrêt à Cabo d'Aroca.",5.881971800001338,012
data\raw\fleurs_subset\fr_013.wav,les troupes de lions agissent comme des meutes de loups ou de chiens des animaux étonnamment semblables aux lions mais pas aux autres grands félins dans leur comportement et aussi très mortels pour leurs proies," Les troupes de l'ion agissent comme des meutes de l'eau ou de chien. Les animaux étonnamment semblables au lion, mais pas aux autres grands phénom. Dans leur comportement, il y a aussi très mortel pour leur proie.",8.143121000000974,013
data\raw\fleurs_subset\fr_014.wav,sa réputation en tant qu'épicentre du luxe a débuté aux environs de l'an 400 et duré jusqu'à 1100 environ, Sériez-putation en tant qu'épicentre du luxe à débuter aux environs de l'enquête 100 et à durer jusqu'à 1.100 environs.,9.492642599987448,014
data\raw\fleurs_subset\fr_015.wav,la professeur pamela ferguson de l’université de dundee note que « les journalistes semblent suivre une ligne dangereuse s’ils publient des photos etc. de suspects »," La professeur pauméla fait faire gussonne de l'université de Dendi, note que les journalistes semblent suivre une ligne dangereuse s'il publie des photos, etc. de suspect.",8.855686599999899,015
data\raw\fleurs_subset\fr_016.wav,mais ces plans sont devenus obsolètes presque du jour au lendemain quand plus de 800 000 soldats de l’armée rouge de l’union soviétique sont arrivés et ont créé le front biélorusse et ukrainien après avoir envahi les régions est de la pologne violant ainsi le traité de paix de riga le pacte de non-agression soviéto-polonais ainsi que d’autres traités internationaux qu’ils soient bilatéraux ou multilatéraux," Mais ces plans sont devenus obsolètes presque du jour au lendemain. Quand plus de 800 000 soldats de l'art méroge de l'Union soviétique sont arrivés et ont créé le front Bielorus et Eucrénien, après avoir envahi les régions estes de la Pologne, violon ainsi le traité de la paix de Riga, le pacte de nommagration Sioveto-Ploné, ainsi que d'autres traités internationaux qui soient bilatéros ou multilatéros.",19.65454580000369,016
data\raw\fleurs_subset\fr_017.wav,la plupart des petites îles sont des nations indépendantes ou associées à la france et sont connues pour être des stations balnéaires de luxe," A plus par des petites îles, sont des nassions indépendantes ou associées à France et sont connues pour être des stations banaires de l'UX.",7.917910499993013,017
data\raw\fleurs_subset\fr_018.wav,les scientifiques espèrent comprendre comment les planètes se forment et plus particulièrement comment la terre s'est formée puisque des comètes sont entrées en collision avec elle il y a longtemps, Les scientifiques espèrent comprendre comment les planètes se forment et plus particulièrement comment la terre s'est formée puisque les comètes sont entrées en collision avec à l'illialontant.,11.655065300001297,018
data\raw\fleurs_subset\fr_019.wav,l'île de hong kong donne son nom au territoire de hong kong et représente le principal centre d'intérêt pour de nombreux touristes, Il de Hong Kong donne son nom de territoire de Hong Kong et représente le principal centre d'intérêt pour de nombreux touristes.,9.86698589999287,019
data\raw\fleurs_subset\fr_020.wav,des éléments comme le calcium et le potassium sont considérés comme des métaux bien sûr il y a aussi des métaux comme l'argent et l'or," Les éléments comme le coltium et le potassium sont considérés comme des méto. Bien sûr, il y a aussi des méto comme l'argent et l'or.",8.838086799994926,020
data\raw\fleurs_subset\fr_021.wav,le chocolat chaud est conforme aux normes belges les jus de fruits sont chers mais excellents, Je suis au courant et je vous ai dit que je suis un belge. Il est juste de frisson cher mais il n'y a que ça.,10.333364400008577,021
data\raw\fleurs_subset\fr_022.wav,danielle lantagne experte de l'onu sur la maladie a déclaré que l'épidémie avait probablement été causée par les casques bleus," Daniel Lentagne, expert de l'ONU sur la maladie, a déclaré que l'épidémie avait probablement été causée par les casques bleus.",6.5531073000020115,022
data\raw\fleurs_subset\fr_023.wav,en outre il existe de nombreux petits chats y compris les chats de compagnie en liberté qui mangent les petites proies bien plus nombreuses comme les insectes les rongeurs les lézards et les oiseaux," En outre, il existe de nombreux petits chats et compris les chats de compagnie en liberté qui bangent les petites proies, bien plus nombreuses comme les insectes, les rongeurs, les arts et les oiseaux.",5.998656800002209,023
data\raw\fleurs_subset\fr_024.wav,martelly a intronisé hier un nouveau conseil électoral provisoire cep composé de neuf membres," Marteline entrenaisez hier, un nouveau conseil électoral provisoire, c'est le pays composé de neuf morts.",5.550817299998016,024
data\raw\fleurs_subset\fr_025.wav,la tempête subtropicale jerry 10e tempête de la saison des ouragans à porter un nom est apparue ce jour dans l'océan atlantique," La tempête subtropicale gérée, dixième tempête de la saison des orangans à porter un nom, est apparu ce jour dans l'océan atlantique.",7.888268700000481,025
data\raw\fleurs_subset\fr_026.wav,les plantes revêtent leur plus belle apparence lorsqu'elles se trouvent dans un environnement naturel alors résistez à la tentation d'en retirer ne serait-ce qu'« une seule »," Les plantes revêtent leur plus belle apparence lorsqu'il se trouve dans un environnement naturel. Alors, restez la tentation de retirer ne serait-ce qu'une seule.",7.2326097000041045,026
data\raw\fleurs_subset\fr_027.wav,bien que goma soit raisonnablement sûre toute visite à l'extérieur de goma doit faire l'objet de recherches pour comprendre l'état des combats qui persistent dans la province du nord-kivu," Bien que Gomez soit bien sûr, toute visite à l'extérieur de Gomez doit faire l'objet de recherche pour comprendre l'état des combats qui persiste dans la province du Nord qui vous.",5.893123599991668,027
data\raw\fleurs_subset\fr_028.wav,en 1976 trente pour cent du machu picchu avait été restauré et cette restauration se poursuit jusqu'à aujourd'hui," En 1976, 30% du match-upitour avait été restauré et cette restauration s'en poursuit jusqu'au jour bien.",8.519918499994674,028
data\raw\fleurs_subset\fr_029.wav,les porcs sont porteurs de la maladie qui est ensuite transmise à l'homme par les moustiques," Les ports sont porteurs de la maladie, qui est ensuite transpise à l'homme panémoustique.",7.397879199997988,029
data\raw\fleurs_subset\fr_030.wav,le parc national des lacs de plitvice est densément boisé principalement de hêtres d'épicéas et de sapins et présente un mélange de végétation alpine et méditerranéenne," Le Parc national des lacs de Pleadvis est densément bossé, principalement des êtres, des épices et des sapins, et présente un mélange de végétation à le Pine et Métiterranienne.",6.585073000009288,030
data\raw\fleurs_subset\fr_031.wav,aux femmes il est recommandé à toute femme qui voyage de dire qu'elle est mariée quel que soit son état civil," Au femme, il est en grand et à toute femme qui voyage de dire qu'elle est mariée, quelle que soit son étatime.",4.950180200001341,031
data\raw\fleurs_subset\fr_032.wav,« il [wales] nous a carrément menti dès le départ. tout d'abord en prétextant des raison légales puis en faisant semblant de nous écouter jusqu'à ce qu'il ait supprimé son œuvre. »," Il, Wales, nous a carrément menti de le départ. Tout d'abord en prédextant des raisons légales, puis en faisant semblant de nous écouter jusqu'à ce qu'il a supprimé son œuvre.",10.801639400000568,032
data\raw\fleurs_subset\fr_033.wav,un curry est un plat à base d'herbes et d'épices accompagné de viande ou de légumes, Un curie est un plat à base d'herbe et des pisses accompagné de viande ou de légumes.,8.141908399993554,033
data\raw\fleurs_subset\fr_034.wav,il a également gravé des billets de banque pour de nombreux pays parmi les exemples récents de son travail on peut citer les portraits du premier ministre au recto des nouveaux billets canadiens de 5 et 100 dollars," Il a également gravé des billets de banque pour de nombreux pays. Parmi les exemples récents de son travail, on peut citer les portraits du premier ministre au rekto des nouveaux billets canadien de 5 et 100 dollars.",7.006745499995304,034
data\raw\fleurs_subset\fr_035.wav,entre chaque dynastie il y a également eu un âge instable de provinces divisées la plus connue de ces périodes est l'époque des trois royaumes qui s'est déroulée pendant 60 ans entre la dynastie han et la dynastie jin," Entre chaque des nazis, il y a également une âge instable de provinces de visée, la plus connue de ces périodes et l'époque des trois voyomes qui s'est déroulé pendant 60 ans entre la Dynastie en et la Dynastie gine.",9.898501399991801,035
data\raw\fleurs_subset\fr_036.wav,plusieurs grands écrans de télévision ont été installés à différents endroits à rome pour permettre aux gens de regarder la cérémonie, Plusieurs à grand écran de télévision ont été installés à différents endroits à Rome pour pas mettre aux gens de regarder la séance de la monnaie.,7.4510006000055,036
data\raw\fleurs_subset\fr_037.wav,bien que ce stéréotype soit souvent inexact la meilleure façon de s'entendre à paris reste de se comporter au mieux d'agir comme quelqu'un de bien élevé cela facilitera considérablement vos déplacements," Bien que ce stadeau éthib se se ventine exact, la meilleure façon de s'entendre à Paris reste de se comporter au mieux, des gers comme quelqu'un de bien élevé. Cela facilitera considérablement vos déplacements.",8.585214899998391,037
data\raw\fleurs_subset\fr_038.wav,les courants d'arrachement sont les courants qui reviennent des vagues qui se brisent sur la plage souvent sur un écueil ou équivalent," Les courants de rachement sont les courants qui reviennent des pouvages qui se brillaient sur la plage, souvent sur un écoïl ou équivalent.",5.885017699998571,038
data\raw\fleurs_subset\fr_039.wav,l'île de hong kong donne son nom au territoire de hong kong et représente le principal centre d'intérêt pour de nombreux touristes, Lille de Hong Kong donne son mot au territoire d'Hong Kong qui représente le principal centre d'intérêt pour de nombreux touristes.,5.4568565000081435,039
data\raw\fleurs_subset\fr_040.wav,ces théories examinent ce qui pousse certaines personnes à vouloir les choses qu'elles font et ce qui dans leur environnement les pousse à faire ou à ne pas faire certaines choses," C'est une vraie examin de ce qui pose certaines personnes à vouloir des choses qu'elles font, et ce qui est dans leur environnement des poussafaires ou à ne pas faire certaines choses.",7.063164200008032,040
data\raw\fleurs_subset\fr_041.wav,le satellite a été envoyé dans l'espace par une fusée les scientifiques utilisent des télescopes dans l'espace parce que l'atmosphère terrestre déforme une partie de notre lumière et de notre vision, Cette hélite a été envoyée dans l'espace par une fusée. Les scientifiques utilisent des télescopes dans l'espace parce que l'atmosphère t'a resté formes une partie de notre lumière et de notre visue.,8.014757900004042,041
data\raw\fleurs_subset\fr_042.wav,de même que les hommes doivent porter un pantalon couvrant les genoux, De même que les hommes doivent porter un portalon couvrant les genoux.,6.239751300003263,042
data\raw\fleurs_subset\fr_043.wav,parmi les autres nominations figurent celles du meilleur film du meilleur réalisateur de la meilleure cinématographie des meilleurs costumes du meilleur montage de la meilleure musique originale des meilleurs décors du meilleur montage sonore du meilleur mixage et du meilleur scénario original," Parmi les autres nominations figurines, le sein du meilleur film, du meilleur réelateur, du meilleur cinématographie, des meilleurs costumes, du meilleur montage, du meilleur musul original, des meilleurs décors, du meilleur montage sonore, du meilleur mixage, du meilleur scénario originale.",11.334449799993308,043
data\raw\fleurs_subset\fr_044.wav,une bombe a explosé devant le bureau du gouverneur général, Une bombe à exposée devant le bureau du couvert de l'ingénéral.,4.432336800004123,044
data\raw\fleurs_subset\fr_045.wav,rolando mendoza tira avec son fusil m16 sur les touristes, Roland Domendos attire avec son fusil MCS sur les touristes.,4.3255940999952145,045
data\raw\fleurs_subset\fr_046.wav,« ce n'est pas un au revoir. c'est une page qui se tourne et une autre qui s'ouvre. »," ce n'est pas un au revoir, c'est une page qui se tourne et une autre qui s'ouvre",6.499392300000181,046
data\raw\fleurs_subset\fr_047.wav,si vous voulez participer de près à l'événement musical vous allez devoir arriver tôt pour trouver un aire de camping bien placée," Si vous voulez participer de pré-et un événement musical, vous allez devoir arriver tôt pour trouver une heure de camping bien placée.",6.3428802999987965,047
data\raw\fleurs_subset\fr_048.wav,l'équipe des sapeurs pompiers a finalement éteint le feu à 23 h 35, L'équipe des supports pompiers a finalement été le feu à 23h35.,5.162595299989334,048
data\raw\fleurs_subset\fr_049.wav,les parisiens ont la réputation d'être égocentriques grossiers et arrogants, Les parisins ont la réputation d'être egocentrique grossie et arauvant.,5.89873400000215,049
data\raw\fleurs_subset\fr_050.wav,si vous voulez participer de près à l'événement musical vous allez devoir arriver tôt pour trouver un aire de camping bien placée," Si vous voulez participer de près à l'événement musical, vous allez devoir arriver tôt pour trouver un air camping bien placé.",5.593040600011591,050
data\raw\fleurs_subset\fr_051.wav,layton avait demandé des changements au sujet du projet de loi environnemental des conservateurs lors de la réunion avec le premier ministre demandant une « reformulation complète et approfondie » du projet de loi environnemental du parti conservateur," L'Aiton avait demandé des changements au sujet du projet de loi environnementale des conservateurs lors de la réunion avec le premier ministre, demandant une reformulation complétée et approfondie du projet de loi environnementale du Parti conservateur.",9.256727200001478,051
data\raw\fleurs_subset\fr_052.wav,ils ont des pattes recouvertes d'écailles et pourvues de griffes ils pondent des œufs et marchent sur leurs deux pattes arrière comme des t-rex, Ils ont des pattes recouverte des cailles et pour vue de griffes. Ils pondent des œufs et marchent sur leurs deux pattes arrière comme des tirèques.,9.5799788999866,052
data\raw\fleurs_subset\fr_053.wav,si vous ne vous rendez à terre qu'avec des excursions de croisière vous n'aurez pas besoin d'un visa distinct à partir de 2009," Si vous ne vous rendez à terre qu'avec des actions de croisière, vous n'aurez pas besoin d'un visa distinct à partir de 2009.",8.017787900011172,053
data\raw\fleurs_subset\fr_054.wav,mme kirchner a annoncé son intention de se présenter à la présidence au théâtre argentin le même endroit où elle a commencé sa campagne 2005 pour le sénat en tant que membre de la délégation de la province de buenos aires," Ma inquiereur a annoncé son intention de se présenter la présidence sous théâtre argentin, le même endroit où il a commencé sa campagne de 2005 pour le sénat en tant que membre de la déligation de la province de Bouin-Noselle.",8.743531100000837,054
data\raw\fleurs_subset\fr_055.wav,la semaine dernière le meti a annoncé qu’apple l’avait informé de 34 incidents de surchauffe supplémentaires que la société a qualifiés de « non graves »," La semaine dernière, le MTI a annoncé qu'elle peut l'avait informé de 34 accidents de surchauffe supplémentaire que la société a qualifié de non grave.",5.819475600001169,055
data\raw\fleurs_subset\fr_056.wav,la grande pyramide de gizeh est la seule des sept merveilles qui existe encore aujourd'hui, La grande pyramide de Jise et la Seule des SEP1-VIII qui existent encore aujourd'hui.,4.951782200005255,056
data\raw\fleurs_subset\fr_057.wav,les gens n'anticipent peut-être pas que la patience et la compréhension sont aussi nécessaires pour les voyageurs et voyageuses retournant à la maison," Les gens d'antici peut-être pas que la patience et la compréhension sont aussi nécessaires pour les voyageurs et voyageuses, retournant à la maison.",5.497698699997272,057
data\raw\fleurs_subset\fr_058.wav,tous les noms suivis du mot sie qui signifie vous commencent toujours par une majuscule même au milieu d'une phrase, Tous les noms suivis du mot « si » qui signifiez « vous » commence toujours par une majuscule même au milieu d'une phrase.,5.0784235000028275,058
data\raw\fleurs_subset\fr_059.wav,le groenland a été peu peuplé dans les sagas scandinaves on raconte qu'erik le rouge a été exilé d'islande pour meurtre qu'il a trouvé le groenland et l'a nommé ainsi en voyageant plus à l'ouest," Le Groéland a été peu peuplé. Dans les sagas de Pandina, on raconte que Rik le rouge a été exélu des lentes pour meurtre qu'il a trouvé le Groéland. Et l'adomé en signe. On voyageant plus seul West.",7.201828100005514,059
data\raw\fleurs_subset\fr_060.wav,premièrement la plupart des cavaliers portent des bottes d'équitation avec un talon et une semelle lisse et assez étroite," Premièrement, la plupart des cavaliers portent des bords d'équitation avec un talon et une semelle liste et assez étroite.",5.496464299998479,060
data\raw\fleurs_subset\fr_061.wav,d'après le u.s. corps of engineers une pluviométrie de 6 pouces pourrait ouvrir une brèche dans les digues précédemment endommagées," Après, l'U.S. Corre, Revenge, uneière, ce ne plus j'aimettrait de si pour se pourrer ouvrir une breche dans l'édique précédemment d'omager.",6.355175600008806,061
data\raw\fleurs_subset\fr_062.wav,son travail est d'une telle qualité et d'un tel niveau de détail qu'il est l'un des rares philatélistes bien connus du « grand public ». certains collectionneurs consacrent leur attention uniquement à ses œuvres," Son travail est d'une telle qualité, d'un tel niveau de détail qu'il est l'un des rares philatélistes, bien connus du grand public. Certains collectionneurs consacrent leur attention uniquement à ses oeuvres.",6.928054400006658,062
data\raw\fleurs_subset\fr_063.wav,cette commission a été la réponse de martelly aux vastes protestations contre le régime qui ont commencé en octobre, Cette commission était la réponse de Martelio Vast de protestation contre le régime qui ont commencé en octobre.,4.899047899991274,063
data\raw\fleurs_subset\fr_064.wav,en 1990 il a été ajouté à la liste des sites du patrimoine mondial en danger en raison de la menace des sables du désert," En 1990, il a été ajouté à la liste des sites du patrimoine mondial en danger, en raison de la menace déçable du désert.",5.2879862999980105,064
data\raw\fleurs_subset\fr_065.wav,par conséquent le processus d'une organisation travaillant ensemble pour surmonter un obstacle peut conduire à un nouveau processus innovant pour répondre au besoin du client," Par conséquent, les processus d'une organisation travaillent ensemble pour surmonter un obstacle peut conduire un nouveau processus innovante pour répondre aux besoins du client.",6.692969199997606,065
data\raw\fleurs_subset\fr_066.wav,il semble que les chèvres aient été domestiquées pour la première fois il y a environ 10 000 ans dans les monts zagros en iran," Il semble que les chers étaient domestiqués pour la première fois, il y a environ 10 000 ans dans les mots, ça grosso y est.",6.9559101999911945,066
data\raw\fleurs_subset\fr_067.wav,à l'autre bout du spectre l'un se transforme en un individu méconnaissable qui sent qu'il/elle doit changer tout ce que le groupe a créé jusqu'alors et faire les choses à sa manière," Alors, retrouvez du spectre, on a l'individu mais connaissez à l'uobtissant, qu'il doit changer tout ce que le groupe a créé jusqu'à l'heure et faire les choses à sa manière.",13.909083300008206,067
data\raw\fleurs_subset\fr_068.wav,sundarbans est une réserve naturelle depuis 1966 vous pourrez y trouver environ 400 tigres du bengale royal et 30 000 cerfs tachetés, Son d'arbans est une réserve naturelle depuis 1966 où vous voyez trop y en y en 4 centilles réduits banque à l'royale et 3.030.000 serfs tâcheté.,8.002850899996702,068
data\raw\fleurs_subset\fr_069.wav,les sundarbans sont la plus grande ceinture de mangroves côtières du monde s’étendant sur 80 km 50 miles depuis la côte jusqu’à l’arrière-pays bangladais et indien," Les 100 barbons sont la plus grande ceinture de mon gros cotier du monde, s'étendant sur 80 km 50 miles, depuis la côte jusqu'à l'arrière pays benglade et indien.",6.207464299994172,069
data\raw\fleurs_subset\fr_070.wav,le bureau de gestion des urgences des îles mariannes du nord a déclaré qu'aucun dégât n'avait été signalé dans ce pays," Le bureau de gestion des urgences, Nésine Marion du Nord, a déclaré qu'aucun des gans n'avait été sinalé dans ce pays.",6.716796499997145,070
data\raw\fleurs_subset\fr_071.wav,les excursions font partie intégrante de n'importe quelle classe d'école bien souvent un enseignant aimerait emmener ses élèves dans des endroits où un voyage en bus n'est pas envisageable," Les exclusions font partie intégrante de n'importe quel classe d'école. Bien souvent, un enseignant aimerait emmener ses élèves dans des endroits où un voyage en bus n'est pas envisagable.",10.339431999993394,071
data\raw\fleurs_subset\fr_072.wav,les lions sont les chats les plus sociables vivant en grands groupes appelés meutes, Les lune sont les chats les plus sociables vivants en grand groupe à pleine meute.,6.494361100005335,072
data\raw\fleurs_subset\fr_073.wav,les trois royaumes ont été l'une des époques les plus sanguinaires de l'histoire de l'antiquité chinoise des milliers de personnes sont mort au combat pour s'asseoir sur le trône du grand palais de xi'an, Les trois royaumes ont été lunes des époques les plus sanguinaires de l'histoire de l'Antiquité chinoise. Des milliers de personnes sont marres ou combats pour se soir sur le trône du grand palais Chilon.,6.706554400007008,073
data\raw\fleurs_subset\fr_074.wav,vous n'avez pas forcément besoin d'un yacht dans les archipels et sur les lacs, Vous n'avez pas forcément le son ayout dans les archipel et sur les lacs.,4.423719500002335,074
data\raw\fleurs_subset\fr_075.wav,il est fortement conseillé aux voyageurs de se renseigner sur les risques de mauvais temps pouvant affecter leur région de destination sachant que cela peut avoir une incidence sur les itinéraires qu'ils envisagent," Il est fortement conseillé aux voyageurs de se renseigner sur les risques de mauvais temps pour pouvoir infecter le région de destination, sachant que cela peut avoir une incidence sur mes itinaires qu'il n'en vise à la fois.",9.624167100002524,075
data\raw\fleurs_subset\fr_076.wav,en 1976 trente pour cent du machu picchu avait été restauré et cette restauration se poursuit jusqu'à aujourd'hui," En 1976, 30% du matchupicchou avait été restauré. Cette restauration se poursuit jusqu'à aujourd'hui.",5.276992500002962,076
data\raw\fleurs_subset\fr_077.wav,selon certaines sources il aurait une vingtaine d'années. dans une déclaration bieber a déclaré : « bien que je n'aie pas été présent ni directement impliqué dans ce tragique accident mes pensées et prières vont à la famille de la victime. »," Selon certaines sources, il aurait une vingtaine d'années dans la déclaration de Bibueur à déclarer bien que je n'ai pas été présent ni directement appliqué dans ce tragique accident, mais pensé et prière-vant à la famille de la victime.",6.718981600002735,077
data\raw\fleurs_subset\fr_078.wav,pour admirer les plus beaux panoramas de hong kong quittez l'île et rejoignez le front de mer de kowloon situé en face, Pour admirer les pubs beau panorama de Hong Kong qui télé- rejoigné le front de mer de Koulon situé en face.,6.917383399995742,078
data\raw\fleurs_subset\fr_079.wav,de même en ayant un visa schengen vous n'avez pas besoin de demander séparément un visa pour chacun des pays membres de l'espace ce qui permet d'économiser du temps de l'argent et des formalités administratives," De même en ayant un suffisage à gagne, vous n'avez pas besoin de demander séparément à visa pour chacun d'un bénélimement pour de l'espace, ce qui permet d'économiser du temps de l'argent et des formality administratives.",8.054334399988875,079
data\raw\fleurs_subset\fr_080.wav,bien que ce stéréotype soit souvent inexact la meilleure façon de s'entendre à paris reste de se comporter au mieux d'agir comme quelqu'un de bien élevé cela facilitera considérablement vos déplacements," Bien que ce stéréotypes soit souvent inexact, la meilleure façon de s'entendre à Paris reste de se comporter en mieux, d'agir comme quelqu'un de bien élevé. Cela fascinit très considèrement au vaut déplacement.",10.356929599991417,080
data\raw\fleurs_subset\fr_081.wav,les langues officielles de barcelone sont le catalan et l'espagnol environ la moitié des habitants préfère parler catalan une grande majorité le comprend et pratiquement tout le monde est capable de parler espagnol," Les langues officielles de Barcelone sont le catalan et l'Espagneux. En vie, on la voit les habitants préfèrent parler catalan. Une grande majorité le comprend et pratiquement tout le monde est capable de parler espagnol.",10.650989200003096,081
data\raw\fleurs_subset\fr_082.wav,le travail effectué était principalement théorique mais le programme a été écrit pour simuler les observations faites de la galaxie du sagittaire," Le travail effectué était principalement théorique, le programme a été écrit pour simuler les observations faites de la galaxie du Ségitaire.",10.41040680000151,082
data\raw\fleurs_subset\fr_083.wav,par exemple des étudiants de l'école bennet en caroline du nord conçoivent chaque année un site web consacré à leur visite de la capitale de l'état chaque année le site est remis à jour mais les anciennes versions sont conservées en ligne pour servir d'album," Par exemple, des étudiants de l'école Benet en Carlin du Nord qu'on soit à Vichacané un site ou à Pconsacré dans le visite de la capitale de l'État. Chaque année, le site est remis un jour, mais les anciennes versions sont conservées en ligne pour servir d'album.",11.44908169998962,083
data\raw\fleurs_subset\fr_084.wav,à part l'événement de mercredi carpanedo a participé à deux courses individuelles lors des championnats," Au Parlement de mercredi, Carpane et Do a participé à deux cours individuels lors des champs-piennes.",7.36423529998865,084
data\raw\fleurs_subset\fr_085.wav,entre 22 h 00 et 23 h 00 mdt les détenus ont allumé un feu dans la cour," Entre 22h et 23h, MDT, les détonnus ont annumé un feu dans le cours.",5.892187699995702,085
data\raw\fleurs_subset\fr_086.wav,des chercheurs de l'université de princeton aux états-unis et de l'université d'uppsala en suède ont indiqué que la nouvelle espèce avait évolué en seulement deux générations bien que ce processus ait été estimé beaucoup plus long suite à la reproduction entre un pinson de darwin endémique geospiza fortis et le pinson immigrant à bec conique geospiza conirostris," Des chercheurs de l'université de Princeton aux États-Unis et de l'université d'Uppsala en Suède ont indiqué que la nouvelle espèce avait évolué en seulement deux générations. Bien que ce processus était sestimé beaucoup plus long suite à la reproduction entre un peint son de Darwin en démiques, Jospisa Fortis et le peint son immigrant avec conique, Jospisa Koni-Rostris.",13.18198590000975,086
